subject,body,sender,label
New blog post published,New article: '10 Tips for Productivity'. Read it now on our blog.,blog@company.com,NOT_EXPENSE
Ticket closed,Your support ticket #67890 has been closed. Rate our service.,support@company.com,NOT_EXPENSE
Learning path updated,We've updated our 'Data Science' learning path with new content.,learning@education.com,NOT_EXPENSE
Team building,Join our virtual team building event next Thursday.,events@company.com,NOT_EXPENSE
Goals progress,You've completed 80% of your weekly goals. Keep going!,goals@productivity.com,NOT_EXPENSE
Pet adoption event,Adopt a furry friend! Pet adoption drive at Cubbon Park this Saturday 10 AM - 4 PM.,events@paws.org,NOT_EXPENSE
Commission received,Sales commission of ₹8500 credited. Period: March 2026.,commission@company.com,NOT_EXPENSE
Weekly challenge winner,Congratulations! You're this week's challenge winner.,challenges@platform.com,NOT_EXPENSE
Learning resources,We've added 20 new tutorials to our learning center.,learning@education.com,NOT_EXPENSE
Feature request: Delivered,Great news! Your feature request is now live. Enjoy!,feedback@company.com,NOT_EXPENSE
Content shared,Your insights were shared in our weekly newsletter.,newsletter@platform.com,NOT_EXPENSE
Account security,Review your account security settings. 2FA recommended.,security@platform.com,NOT_EXPENSE
New month reward,New month reward: ₹100 for completing 5 transactions in April.,newmonth@bank.com,NOT_EXPENSE
Weekly leaderboard,Check out this week's top performers. Are you on the list?,leaderboard@platform.com,NOT_EXPENSE
Integration guide: Mobile SDK,New guide: Using our Mobile SDK for iOS and Android.,docs@developer.com,NOT_EXPENSE
Update preferences,Manage your email preferences. Choose which updates you want.,preferences@mailer.com,NOT_EXPENSE
Security audit complete,Our latest security audit is complete. Your data is safe.,security@platform.com,NOT_EXPENSE
New podcast episode,New episode: 'The Future of Work' is now available.,podcast@studio.com,NOT_EXPENSE
Your insights were shared,Your insights were shared in our weekly newsletter. Thanks for contributing!,newsletter@platform.com,NOT_EXPENSE
Beta access granted,You've been granted early access to our beta program. Start testing!,beta@product.com,NOT_EXPENSE
Invite: Company town hall,Join us for the Q1 company town hall meeting this Friday at 4 PM.,events@company.com,NOT_EXPENSE
Sports team results,Your cricket team won the match by 15 runs! Great game everyone.,league@sports.com,NOT_EXPENSE
Credit alert,Credit of ₹10000 received via IMPS from Ravi Kumar.,alerts@bank.com,NOT_EXPENSE
Free trial started,Your 14-day free trial has begun. No credit card required.,trial@service.com,NOT_EXPENSE
Product roadmap: Q3,Q3 product roadmap is now available. See what's coming next!,roadmap@company.com,NOT_EXPENSE
Account expiration,Your account will expire in 30 days. Renew to continue.,billing@service.com,NOT_EXPENSE
Salary credited for March,Your salary for March has been credited to your bank account ending 4567.,hr@company.com,NOT_EXPENSE
Your content performance,Your content has performed 20% better this week. Keep it up!,analytics@platform.com,NOT_EXPENSE
New research paper published,Our team published a new research paper on AI ethics. Read the abstract.,research@company.com,NOT_EXPENSE
Bus pass renewal reminder,Your BMTC monthly bus pass expires on March 31. Renew online to avoid inconvenience.,renewal@bmtc.gov.in,NOT_EXPENSE
Beta testing invite,Be among the first to test our new features. Join the beta.,beta@product.com,NOT_EXPENSE
Product launch,Introducing our revolutionary new product. Learn more!,launch@company.com,NOT_EXPENSE
Achievement unlocked: Mentor,You've unlocked the 'Mentor' achievement. Help 10 more users!,achievements@platform.com,NOT_EXPENSE
Your FD has matured,Your Fixed Deposit of ₹100000 has matured. Total maturity value: ₹108500. Please choose renewal or withdrawal.,fd@sbi.co.in,NOT_EXPENSE
Free learning resource,Free e-book: 'The Future of Work' available for download.,resources@learning.com,NOT_EXPENSE
Weekend sale — up to 70% off!,Flash sale this weekend only! Shop now for amazing deals. No purchase necessary.,deals@shop.com,NOT_EXPENSE
New job opportunities,5 new job openings match your profile. Apply now!,jobs@careers.com,NOT_EXPENSE
Community event: Hackathon,Join our virtual hackathon this weekend. Theme: AI for Good.,events@community.com,NOT_EXPENSE
Your subscription is active,Your annual subscription is active until December 2026.,subscription@service.com,NOT_EXPENSE
Partner app reward,Partner app reward: ₹150 for completing transactions on partner app.,partner@bank.com,NOT_EXPENSE
Learning path recommended,"Based on your interests, we recommend the 'Data Science' learning path.",recommendations@learning.com,NOT_EXPENSE
Your account security,Review your account security settings. 2FA is recommended.,security@platform.com,NOT_EXPENSE
Subscription expiring,Your subscription expires in 7 days. Renew to continue.,renewal@service.com,NOT_EXPENSE
Your workspace is ready,Your new workspace has been created. Start collaborating with your team.,workspace@platform.com,NOT_EXPENSE
User spotlight: Innovators,This week's spotlight: Our most innovative users and their projects.,digest@community.com,NOT_EXPENSE
Integration guides,New integration guides available for Salesforce and HubSpot.,docs@developer.com,NOT_EXPENSE
Product roadmap: Q3,Q3 product roadmap is now available. Exciting things coming!,roadmap@company.com,NOT_EXPENSE
Badge earned,Congratulations! You've earned the 'Early Adopter' badge.,achievements@platform.com,NOT_EXPENSE
UPI transaction reward,UPI transaction reward: ₹50 for 10 UPI transactions this month.,upi@bank.com,NOT_EXPENSE
New collaboration tools,Explore our new collaboration features for teams. Work together seamlessly.,product@company.com,NOT_EXPENSE
You're invited: Beta testing,Be among the first to test our new features. Join the beta program.,beta@product.com,NOT_EXPENSE
New mobile app update,Version 2.5 is now available. Download for bug fixes and new features.,app@company.com,NOT_EXPENSE
Subscription renewal,Your subscription will automatically renew on April 1.,billing@service.com,NOT_EXPENSE
Weekly digest: Success stories,This week's success stories: How users are achieving their goals.,digest@success.com,NOT_EXPENSE
New API endpoints,We've added 10 new API endpoints to our developer portal.,docs@developer.com,NOT_EXPENSE
Dining rewards,Dining reward points: 300 points added for restaurant bills.,dining@rewards.com,NOT_EXPENSE
Beta program invite,Join our exclusive beta program and get early access to new features.,beta@product.com,NOT_EXPENSE
Your progress report is ready,View your monthly progress report with detailed analytics.,reports@platform.com,NOT_EXPENSE
New integration: Trello,We've added integration with Trello. Manage your tasks!,integrations@platform.com,NOT_EXPENSE
New follower on social media,You have a new follower! Check out their profile.,notification@social.com,NOT_EXPENSE
API documentation updated,We've updated our API documentation with new endpoints and examples.,docs@developer.com,NOT_EXPENSE
Refund processed,Your refund request of ₹780 has been processed. Amount credited to wallet.,refunds@service.com,NOT_EXPENSE
Merchant offer reward,Merchant offer reward: ₹150 for spending ₹2000 at partner merchant.,merchant@bank.com,NOT_EXPENSE
App review reward,App review reward: ₹50 for rating our app 5 stars.,review@bank.com,NOT_EXPENSE
Your subscription will renew,Your subscription will automatically renew on April 1. Cancel if needed.,billing@service.com,NOT_EXPENSE
Weekly digest: Top stories,"Top 5 stories this week: Technology, Business, and more. Click to read.",digest@news.com,NOT_EXPENSE
Collaboration tools,Explore our new collaboration features for teams.,product@company.com,NOT_EXPENSE
Multi-category reward,Multi-category reward: ₹200 for spending on 5 different categories.,multi@bank.com,NOT_EXPENSE
Category spend reward,Category spend reward: ₹300 for spending ₹5000 on groceries.,category@bank.com,NOT_EXPENSE
Feature beta testing,Help us test our new feature! Sign up for beta access.,beta@product.com,NOT_EXPENSE
Quarterly newsletter,Q1 Newsletter: Top highlights and updates from our team.,newsletter@company.com,NOT_EXPENSE
Subscription active,Your annual subscription is active until December 2026.,subscription@service.com,NOT_EXPENSE
Promotional credit,Promotional credit of ₹500 added to your account. Valid for 30 days.,promo@bank.com,NOT_EXPENSE
Webinar series,Join our 3-part webinar series on industry trends.,webinars@learning.com,NOT_EXPENSE
Credit score reward,Credit score reward: ₹100 for maintaining score above 750.,creditscore@bank.com,NOT_EXPENSE
Cashback awarded,₹150 Amazon Pay cashback awarded for your recent purchase.,rewards@amazon.in,NOT_EXPENSE
Security update,We've enhanced our security measures. Review your account settings.,security@platform.com,NOT_EXPENSE
Challenge winner,Congratulations! You're this week's challenge winner.,challenges@platform.com,NOT_EXPENSE
Productivity tips,Here are 5 tips to boost your productivity this week.,tips@productivity.com,NOT_EXPENSE
Weekend reward,Weekend spending reward: ₹250 for spending ₹3000 on weekend.,weekend@bank.com,NOT_EXPENSE
New badge,You've earned the 'Expert' badge. Congratulations!,achievements@platform.com,NOT_EXPENSE
Email verified,Your email address has been verified successfully.,verify@app.com,NOT_EXPENSE
Your order is out for delivery,Your Amazon order #456-789012 is out for delivery. ETA: 2 PM.,tracking@amazon.in,NOT_EXPENSE
Feedback request,How would you rate your experience? Take our 1-minute survey.,survey@service.com,NOT_EXPENSE
Payout received,Affiliate payout of ₹4200 received from partner program.,payout@affiliate.com,NOT_EXPENSE
Achievement unlocked,You've unlocked a new achievement: '100 Day Streak'. Keep it up!,achievements@platform.com,NOT_EXPENSE
Tax refund,Income tax refund of ₹5500 initiated. Will credit to account in 7 days.,refund@incometax.gov.in,NOT_EXPENSE
Meeting invite,You're invited to a strategy meeting on Monday at 10 AM.,calendar@company.com,NOT_EXPENSE
Community guidelines,We've updated our community guidelines. Please review.,policy@community.com,NOT_EXPENSE
Meeting rescheduled to 3 PM,The product sync meeting has been moved from 2 PM to 3 PM today.,calendar@company.com,NOT_EXPENSE
Profile viewed,Your LinkedIn profile was viewed by 8 recruiters this week.,notifications@linkedin.com,NOT_EXPENSE
Community milestones,"Our community has reached 100,000 members! Thank you all!",digest@community.com,NOT_EXPENSE
EMI reward,EMI reward points: 500 points for successful EMI payments.,emi@rewards.com,NOT_EXPENSE
Tips and tricks,5 tips to get the most out of our platform this week.,tips@productivity.com,NOT_EXPENSE
Weekly digest: Product,"Product updates, new features, and what's coming next.",digest@product.com,NOT_EXPENSE
Weekly newsletter: Innovation,This week's focus: Innovation in tech. Read the latest insights.,newsletter@techweekly.com,NOT_EXPENSE
Security tips,Read our latest article on security best practices.,security@platform.com,NOT_EXPENSE
Weekly recap: Achievements,"Your weekly recap: 3 new badges, 2 integrations, 100% goals.",summary@platform.com,NOT_EXPENSE
Content performance,Your content has performed 20% better this week.,analytics@platform.com,NOT_EXPENSE
New badge earned,Congratulations! You've earned the 'Early Adopter' badge.,achievements@platform.com,NOT_EXPENSE
Content viral,Your content has been shared 100+ times this week.,viral@platform.com,NOT_EXPENSE
Community poll results,Results from our latest poll: What's next for our platform?,poll@community.com,NOT_EXPENSE
Free course available,Enroll in our free course: 'Introduction to AI'. Limited spots!,courses@learning.com,NOT_EXPENSE
You've been featured,Your work has been featured in our 'Spotlight' section this week!,editorial@platform.com,NOT_EXPENSE
Consistent spender reward,Consistent spender reward: ₹400 for spending ₹20000 for 3 consecutive months.,spend@bank.com,NOT_EXPENSE
Weekly insights,Here are your weekly insights and performance metrics.,analytics@platform.com,NOT_EXPENSE
You're trending!,Your post is trending! It has received 500+ views in the last hour.,notification@platform.com,NOT_EXPENSE
Your network is growing,You've gained 25 new followers this week. Expand your reach!,network@platform.com,NOT_EXPENSE
Feature tutorial: Automation,New tutorial: Automating your workflows with our tools.,tutorials@company.com,NOT_EXPENSE
Weekly digest: Announcements,"This week's announcements: New features, events, and more.",digest@announcements.com,NOT_EXPENSE
Festive bonus,Festive season bonus of ₹1000 credited. Happy Holi!,bonuses@bank.com,NOT_EXPENSE
Cashback received,₹200 PhonePe cashback credited for your recent Amazon purchase.,rewards@phonepe.com,NOT_EXPENSE
Weekly digest: Community highlights,Top community posts this week. Join the conversation!,digest@community.com,NOT_EXPENSE
Payment received,Payment of ₹25000 received for services rendered. Invoice: INV-2024-789.,payments@company.com,NOT_EXPENSE
New community guidelines,We've updated our community guidelines. Please review before posting.,policy@community.com,NOT_EXPENSE
New feature announcement,We've launched a new feature! Watch our video tutorial to learn how it works.,product@company.com,NOT_EXPENSE
Refund initiated,Your refund of ₹950 has been initiated. Amount will reflect in 5-7 business days.,refunds@company.com,NOT_EXPENSE
Seasonal greetings,Happy Spring! Here are some tips for the season.,greetings@company.com,NOT_EXPENSE
Your subscription is active,Your free subscription is active. Upgrade to premium for more features.,info@service.com,NOT_EXPENSE
Weekly digest: Community,"This week's community highlights: Top posts, active users, and trending topics.",digest@community.com,NOT_EXPENSE
Project budget approval,The project budget of ₹50000 has been approved. Please proceed with procurement.,manager@company.com,NOT_EXPENSE
Webinar starting soon,Your webinar starts in 30 minutes. Join link attached.,events@webinar.com,NOT_EXPENSE
Feature beta: Dark mode,Dark mode beta is now available for testing. Give it a try!,beta@product.com,NOT_EXPENSE
Learning path: Expert,New expert-level learning path: Advanced AI Concepts.,learning@education.com,NOT_EXPENSE
Community digest,Top community posts this week. Join the conversation!,digest@community.com,NOT_EXPENSE
Your credit card bill is due on Mar 20,Your credit card bill of ₹4339.85 is due. Pay now to maintain your credit score. Total outstanding: ₹4339.85.,protect@cred.club,NOT_EXPENSE
Learning milestone: 100 courses,Congratulations on completing 100 courses! Learning legend!,achievements@platform.com,NOT_EXPENSE
Event reminder: Webinar tomorrow,Don't forget! Join our webinar on Industry Trends tomorrow at 3 PM IST.,events@webinar.com,NOT_EXPENSE
Learning path: Advanced,New advanced learning path: Machine Learning for Developers.,learning@education.com,NOT_EXPENSE
Your storage is almost full,Your cloud storage is 90% full. Upgrade now for more space.,storage@cloud.com,NOT_EXPENSE
New feature announcement,We've launched dark mode across all our apps. Update now to try it!,launch@company.com,NOT_EXPENSE
Your session was saved,Your work session was automatically saved. No data lost.,system@productivity.com,NOT_EXPENSE
Account verification needed,Please verify your email address to continue using our service.,verify@app.com,NOT_EXPENSE
New feature: Voice notes,You can now add voice notes to your projects. Try it out!,product@company.com,NOT_EXPENSE
Bill pay reward,Bill pay reward: ₹150 for paying 3 bills this month.,billpay@bank.com,NOT_EXPENSE
Weekly tips for productivity,Here are 5 tips to boost your productivity this week.,tips@productivity.com,NOT_EXPENSE
Your feedback is valuable,Thank you for your feedback! We've incorporated your suggestions.,support@service.com,NOT_EXPENSE
IT department notice,Please submit your tax saving investment proofs by March 31 to avail deductions.,finance@company.com,NOT_EXPENSE
Big spender reward,Big spender reward: ₹750 for spending ₹75000 in a single transaction.,big@bank.com,NOT_EXPENSE
Achievement unlocked: Helper,You've unlocked the 'Community Helper' badge for 50 helpful posts.,achievements@platform.com,NOT_EXPENSE
Progress report,View your monthly progress report with detailed analytics.,reports@platform.com,NOT_EXPENSE
Anniversary bonus,Account anniversary bonus: ₹300 credited for 3 years with us!,anniversary@bank.com,NOT_EXPENSE
Weekly digest,"Top 5 stories this week: Technology, Business, and more.",digest@news.com,NOT_EXPENSE
Streak continues,You're on a 30-day streak! Keep the momentum going.,streak@platform.com,NOT_EXPENSE
Dark mode launch,We've launched dark mode across all our apps. Update now!,launch@company.com,NOT_EXPENSE
Festival spending reward,Holi spending reward: ₹500 for spending ₹5000 during Holi.,festival@bank.com,NOT_EXPENSE
Weekly recap,Your weekly activity recap is ready. See what you accomplished!,summary@platform.com,NOT_EXPENSE
Invitation: Virtual meetup,Join our virtual meetup this Thursday. Topic: Industry Trends.,events@community.com,NOT_EXPENSE
Early access,Get early access to our new feature before public release.,beta@product.com,NOT_EXPENSE
Integration guide: Webhooks,New guide: Setting up webhooks for real-time updates.,docs@developer.com,NOT_EXPENSE
Workspace created,Your new workspace has been created. Start collaborating.,workspace@platform.com,NOT_EXPENSE
Weekly digest: Updates,"This week's updates: Bug fixes, performance improvements, more.",digest@updates.com,NOT_EXPENSE
Account expiration warning,Your account will expire in 30 days. Renew now to continue using our service.,billing@service.com,NOT_EXPENSE
You've been recommended,Our algorithm recommends checking out these trending posts.,recommendations@platform.com,NOT_EXPENSE
Grocery rewards,Grocery reward points: 400 points added for supermarket purchases.,grocery@rewards.com,NOT_EXPENSE
Weekly activity summary,Here's your weekly activity summary on our platform.,summary@service.com,NOT_EXPENSE
Weekly challenge: Design,This week's design challenge: Create a stunning banner.,challenges@platform.com,NOT_EXPENSE
New connection request,You have a new connection request on our professional network.,network@platform.com,NOT_EXPENSE
Weekly leaderboard updated,Check out this week's top performers. Are you on the list?,leaderboard@platform.com,NOT_EXPENSE
Article published,New article: '5 Tips for Better Productivity' is now live.,blog@company.com,NOT_EXPENSE
Community celebration,Celebrating our community's 1-year anniversary! Here's to many more!,digest@community.com,NOT_EXPENSE
Feature tutorial video,New video tutorial: Mastering our advanced features.,tutorials@company.com,NOT_EXPENSE
Survey invitation,Help us improve! Take our 2-minute survey about your recent experience.,survey@feedback.com,NOT_EXPENSE
Account security,Please verify your identity to secure your account.,security@app.com,NOT_EXPENSE
Profile complete,Your profile is now 100% complete. You're all set!,onboarding@platform.com,NOT_EXPENSE
Your order has shipped,Your Amazon order #123-456789 has been shipped. Track your package with the link below.,shipping@amazon.in,NOT_EXPENSE
New product announcement,Introducing our latest product! Learn more about its features.,launch@company.com,NOT_EXPENSE
Network growing,You've gained 25 new followers this week. Expand your reach!,network@platform.com,NOT_EXPENSE
Your weekly achievements,Here are your achievements for this week. You're doing great!,achievements@platform.com,NOT_EXPENSE
Feedback on your recent order,How was your Zomato delivery experience? Rate your order and earn Zomato credits.,feedback@zomato.com,NOT_EXPENSE
New mode,Dark mode is now available for all users. Update now!,product@company.com,NOT_EXPENSE
Survey reward,Survey reward: ₹200 for completing customer satisfaction survey.,survey@bank.com,NOT_EXPENSE
Advanced learning,We've launched an advanced learning path for experienced users.,learning@education.com,NOT_EXPENSE
Research publication,Our research team published a paper on machine learning.,research@company.com,NOT_EXPENSE
Community event,Join our monthly community showcase. Present your work!,events@community.com,NOT_EXPENSE
Survey invitation,Help us improve! Take our 2-minute survey about your experience.,survey@feedback.com,NOT_EXPENSE
Weekly recap: Highlights,"Your weekly recap highlights: 5 tasks completed, 2 badges earned.",summary@platform.com,NOT_EXPENSE
Ticket Resolved - Payment Related,Your ticket MDB-7892 has been resolved. If you still face issues please write back to us.,hello@medibuddy.in,NOT_EXPENSE
Update your preferences,Manage your email preferences. Choose which updates you want to receive.,preferences@mailer.com,NOT_EXPENSE
Birthday bonus,Special birthday bonus of ₹200 credited to your account. Enjoy!,bonuses@bank.com,NOT_EXPENSE
Integration milestone: 20 tools,You've integrated with 20+ tools. Integration master!,integrations@platform.com,NOT_EXPENSE
Maintenance complete,Scheduled maintenance is complete. All services are now available.,admin@platform.com,NOT_EXPENSE
Email verification needed,Please verify your email address to continue using our service.,verify@app.com,NOT_EXPENSE
Income credited,Freelance income of ₹15000 credited to your account. Ref: TXN20260325.,income@upwork.com,NOT_EXPENSE
Flight schedule changed,Your IndiGo flight 6E-1234 on March 28 has been rescheduled from 10:00 to 11:30 AM.,schedule@goindigo.in,NOT_EXPENSE
Interest credited to your account,Interest of ₹1250 has been credited to your savings account for the quarter ending March.,interest@hdfcbank.com,NOT_EXPENSE
Weekly newsletter: AI trends,"This week in AI: New breakthroughs, research papers, and industry updates.",newsletter@aiweekly.com,NOT_EXPENSE
Support ticket resolved,Your support ticket #12345 has been resolved. Let us know if you need more help.,support@company.com,NOT_EXPENSE
Learning milestone,Congratulations on completing 10 courses this month!,achievements@platform.com,NOT_EXPENSE
Re: Payment Related,Thank you for writing to us. We have processed your query. Please check the status in the app.,hello@medibuddy.in,NOT_EXPENSE
New follower,You have a new follower! Check out their profile.,notification@social.com,NOT_EXPENSE
Invitation: User group meetup,Join our local user group meetup this Saturday. Network and learn!,meetups@community.com,NOT_EXPENSE
Connection request,You have a new connection request on our professional network.,network@platform.com,NOT_EXPENSE
Your content was shared,Your content has been shared 100+ times this week. Great job!,viral@platform.com,NOT_EXPENSE
System maintenance,Scheduled maintenance on Sunday 2-4 AM. Services may be unavailable.,admin@platform.com,NOT_EXPENSE
You've reached a milestone,Congratulations! You've completed 100 tasks on our platform.,milestones@platform.com,NOT_EXPENSE
Podcast episode released,New episode: 'The Future of Work' is now available. Listen now!,podcast@studio.com,NOT_EXPENSE
New feature launch,We've launched a new feature! Watch our video tutorial to learn more.,product@company.com,NOT_EXPENSE
Game reward,Game reward: ₹150 for playing spin-to-win game.,games@bank.com,NOT_EXPENSE
New templates: Business,We've added 10 new business templates to our library.,templates@productivity.com,NOT_EXPENSE
Content recommendation,"Trending content this week: AI, Productivity, and Design.",recommendations@content.com,NOT_EXPENSE
VIP bonus,VIP bonus: ₹500 for achieving VIP status this month.,vip@bank.com,NOT_EXPENSE
Innovation digest,This week's focus: Innovation in tech. Read the latest.,newsletter@techweekly.com,NOT_EXPENSE
New collaboration features,We've launched real-time collaboration. Work together with your team.,product@company.com,NOT_EXPENSE
Export complete,Your data export is complete. Download link valid for 7 days.,data@platform.com,NOT_EXPENSE
Your contribution was appreciated,Your contribution to our open source project has been appreciated by the community.,opensource@company.com,NOT_EXPENSE
Invite friends reward,Invite friends reward: ₹1000 for inviting 5 friends to the app.,invite@bank.com,NOT_EXPENSE
Integration success,You've successfully integrated with 5 new tools!,integrations@platform.com,NOT_EXPENSE
Newsletter: Q2,"Q2 Newsletter: What's new, what's coming, and more.",newsletter@company.com,NOT_EXPENSE
Holiday greetings,Wishing you and your family a happy holiday season!,greetings@company.com,NOT_EXPENSE
Security best practices,Read our latest article on security best practices to protect your account.,security@platform.com,NOT_EXPENSE
Mentioned in post,Someone mentioned you in a post. See the conversation.,notification@platform.com,NOT_EXPENSE
You've been mentioned,Someone mentioned you in a comment. Click to view.,notification@platform.com,NOT_EXPENSE
Your streak continues,You're on a 30-day streak! Keep the momentum going.,streak@platform.com,NOT_EXPENSE
New templates library,Browse our expanded templates library with 50+ new designs.,templates@productivity.com,NOT_EXPENSE
Bonus credited,Performance bonus of ₹25000 credited to your account. FY 2025-26.,hr@company.com,NOT_EXPENSE
Your privacy settings,Review and update your privacy settings. Your data matters to us.,privacy@platform.com,NOT_EXPENSE
Top creators,Meet our top creators this week. Get inspired!,digest@community.com,NOT_EXPENSE
Exclusive offer credit,Exclusive offer: ₹300 credit for completing this week's challenge.,exclusive@bank.com,NOT_EXPENSE
You're trending,Your post is trending! 500+ views in the last hour.,notification@platform.com,NOT_EXPENSE
You were mentioned,Someone mentioned you in a comment. Click to view.,notification@platform.com,NOT_EXPENSE
Product roadmap update,We've updated our product roadmap with new features for Q2.,roadmap@company.com,NOT_EXPENSE
User spotlight: Rising stars,This week's spotlight: Our fastest-growing community members.,digest@community.com,NOT_EXPENSE
First contribution,Congratulations on your first contribution to our community!,achievements@platform.com,NOT_EXPENSE
Quarterly newsletter,Q1 Newsletter: Top highlights and updates from our team.,newsletter@company.com,NOT_EXPENSE
Product update: v2.6,Version 2.6 is now live! See what's new and improved.,updates@company.com,NOT_EXPENSE
Community event: Workshop,Join our virtual workshop on 'Best Practices' this Thursday.,events@community.com,NOT_EXPENSE
Creative challenge,This week's creative challenge: Design a logo. Submit now!,challenges@platform.com,NOT_EXPENSE
Session saved,Your work session was automatically saved. No data lost.,system@productivity.com,NOT_EXPENSE
Product update: v2.7,Version 2.7 is live! See what's new and improved.,updates@company.com,NOT_EXPENSE
User spotlight: Rising stars,This week's spotlight: Our rising stars in the community.,digest@community.com,NOT_EXPENSE
Town hall invitation,Join us for the Q1 company town hall this Friday at 4 PM.,events@company.com,NOT_EXPENSE
Weekly digest: Top creators,Meet our top creators this week. Get inspired by their work.,digest@community.com,NOT_EXPENSE
Follower milestone,You reached 1000 followers! Thank you for being part of our community.,social@platform.com,NOT_EXPENSE
Milestone reached,Congratulations! You've completed 100 tasks on our platform.,milestones@platform.com,NOT_EXPENSE
New integration with popular tools,"We've added integration with Slack, Teams, and Zoom. Connect now!",integrations@platform.com,NOT_EXPENSE
Job alert: 3 new matches,"Based on your profile, we found 3 job openings that match your skills.",jobs@careers.com,NOT_EXPENSE
Review your recent activity,Here's your weekly activity summary on our platform.,summary@service.com,NOT_EXPENSE
Credit Transaction Alert,Dear Customer an amount of Rs 25000 has been credited to your SBM Bank account via NEFT. Avl Bal: Rs 45000.,alerts@sbmbank.co.in,NOT_EXPENSE
Community helper,You've earned the 'Community Helper' badge. Wear it!,achievements@platform.com,NOT_EXPENSE
Community spotlight,Meet our top contributors this month. Thank you for your impact!,digest@community.com,NOT_EXPENSE
Report ready,Your monthly analytics report is ready for download.,reports@analytics.com,NOT_EXPENSE
Community guidelines: Update,We've updated our community guidelines with new policies.,policy@community.com,NOT_EXPENSE
Voice notes,You can now add voice notes to your projects. Try it out!,product@company.com,NOT_EXPENSE
Profile views,Your profile was viewed 15 times this week.,notifications@linkedin.com,NOT_EXPENSE
Movie rewards,Movie reward points: 250 points added for ticket purchases.,movies@rewards.com,NOT_EXPENSE
Reward points earned,You earned 500 reward points for your recent transaction. Points value: ₹500.,rewards@bank.com,NOT_EXPENSE
Loyalty bonus,Loyalty bonus: ₹200 for being a premium member.,loyalty@bank.com,NOT_EXPENSE
Feature spotlight,This month's feature spotlight: Advanced search capabilities.,product@company.com,NOT_EXPENSE
Feature request,Thank you for your feature request! We've added it to our roadmap.,feedback@company.com,NOT_EXPENSE
Subscription ending,Your subscription ends in 7 days. Renew to continue.,billing@service.com,NOT_EXPENSE
Your workspace settings,Review and update your workspace settings for better collaboration.,settings@platform.com,NOT_EXPENSE
System maintenance notice,Scheduled maintenance on Sunday 2-4 AM. Services may be temporarily unavailable.,admin@platform.com,NOT_EXPENSE
Your profile is complete,Your profile is now 100% complete! You're all set to get started.,onboarding@platform.com,NOT_EXPENSE
Achievement leaderboard,Check the monthly achievement leaderboard. Are you on top?,leaderboard@platform.com,NOT_EXPENSE
Ticket Received - Payment Related,Hi! We have received your request regarding payment. Our team is looking into this. Ticket ID: MDB-7892.,hello@medibuddy.in,NOT_EXPENSE
Integration guide,New guide: How to integrate with our REST API.,docs@developer.com,NOT_EXPENSE
Your order has shipped,Your Amazon order #345-678901 has been shipped. Track your package.,shipping@amazon.in,NOT_EXPENSE
New podcast,Latest podcast: 'Leadership Lessons' is now streaming.,podcast@studio.com,NOT_EXPENSE
Weekly insights: Growth,Your weekly insights: 15% increase in engagement!,analytics@platform.com,NOT_EXPENSE
Password reset request,Someone requested a password reset for your account. Was this you?,security@app.com,NOT_EXPENSE
Data export ready,Your data export request is complete. Download before it expires.,data@platform.com,NOT_EXPENSE
New community event,Join our monthly community showcase. Present your work!,events@community.com,NOT_EXPENSE
Cashback milestone,Milestone cashback: ₹250 for spending ₹10000 this month.,milestone@bank.com,NOT_EXPENSE
Learning path recommended,"Based on your interests, we recommend the 'Data Science' path.",recommendations@learning.com,NOT_EXPENSE
Your question was featured,Your question on our Q&A forum has been featured this week.,forum@community.com,NOT_EXPENSE
New badge available,New badge unlocked: 'Problem Solver'. Check your achievements.,achievements@platform.com,NOT_EXPENSE
New integration available,We've added integration with popular apps. Connect your accounts now.,integrations@platform.com,NOT_EXPENSE
New product announcement,Introducing our latest product! Learn more about its features.,launch@company.com,NOT_EXPENSE
User stories,Read how our users are solving problems with our platform.,stories@company.com,NOT_EXPENSE
App update available,A new version of our app is available. Update now for the latest features and bug fixes.,updates@app.com,NOT_EXPENSE
Support ticket resolved,Your support ticket #12345 has been resolved.,support@company.com,NOT_EXPENSE
Feedback appreciated,"Thanks to your feedback, we've improved our service.",product@company.com,NOT_EXPENSE
Welcome aboard,Welcome to our team! Complete your onboarding checklist.,onboarding@company.com,NOT_EXPENSE
Feature beta: AI assistant,Try our new AI assistant beta. Give us your feedback!,beta@product.com,NOT_EXPENSE
Security best practices,New article: 5 security best practices for your account.,security@platform.com,NOT_EXPENSE
Weekly achievements,Here are your achievements for this week. Great job!,achievements@platform.com,NOT_EXPENSE
Dividend credited,Dividend of ₹2500 has been credited to your account. Source: HDFC Equity Fund.,dividend@bank.com,NOT_EXPENSE
