subject,body,sender,label
New templates: Marketing,We've added 20 new marketing templates to our library.,templates@productivity.com,NOT_EXPENSE
Feature tutorial: Automation,New tutorial: Automating your workflows with our tools.,tutorials@company.com,NOT_EXPENSE
Community celebration,Celebrating our community's 1-year anniversary! Here's to many more!,digest@community.com,NOT_EXPENSE
Product update: v2.8,Version 2.8 is now live! Major performance improvements.,updates@company.com,NOT_EXPENSE
Weekly goals: Perfect,You've achieved a perfect 100% on your weekly goals!,goals@productivity.com,NOT_EXPENSE
Learning milestone: 100 courses,Congratulations on completing 100 courses! Learning legend!,achievements@platform.com,NOT_EXPENSE
Integration milestone: 20 tools,You've integrated with 20+ tools. Integration master!,integrations@platform.com,NOT_EXPENSE
Content recommendation: Viral,Trending viral content: Top 10 posts this week.,recommendations@content.com,NOT_EXPENSE
Weekly challenge: Collaboration,This week's challenge: Collaborate with another user.,challenges@platform.com,NOT_EXPENSE
Feature request: Delivered,Great news! Your feature request is now live. Enjoy!,feedback@company.com,NOT_EXPENSE
Community guidelines: Update,We've updated our community guidelines with new policies.,policy@community.com,NOT_EXPENSE
Weekly insights: Engagement,Your weekly insights: 25% increase in community engagement.,analytics@platform.com,NOT_EXPENSE
New badge: Champion,New badge available: Champion. Awarded to top performers.,achievements@platform.com,NOT_EXPENSE
Product roadmap: Q3,Q3 product roadmap is now available. Exciting things coming!,roadmap@company.com,NOT_EXPENSE
Learning path: Specialist,New specialist learning path: Cloud Architecture.,learning@education.com,NOT_EXPENSE
Community event: Conference,Join our virtual conference next month. Keynote speakers announced!,events@community.com,NOT_EXPENSE
Integration guide: Mobile SDK,New guide: Using our Mobile SDK for iOS and Android.,docs@developer.com,NOT_EXPENSE
Weekly digest: Success stories,This week's success stories: How users are achieving their goals.,digest@success.com,NOT_EXPENSE
Feature beta: Dark mode,Dark mode beta is now available for testing. Give it a try!,beta@product.com,NOT_EXPENSE
User spotlight: Rising stars,This week's spotlight: Our rising stars in the community.,digest@community.com,NOT_EXPENSE
